president,subgroup,approve,disapprove,timestamp
Joe Biden,Adults,41.462109,53.067825,2022/9/22 10:26
Joe Biden,Voters,43.512695,52.517181,2022/9/22 10:26
Joe Biden,All polls,42.359285,53.11817,2022/9/21 20:14
Joe Biden,Adults,41.071404,53.263844,2022/9/21 20:14
Joe Biden,Voters,43.260302,52.572246,2022/9/21 20:14
Joe Biden,All polls,42.292577,53.328855,2022/9/20 17:52
Joe Biden,Adults,41.2027,53.578014,2022/9/20 17:52
Joe Biden,Voters,42.946567,52.762903,2022/9/20 17:52
Joe Biden,All polls,42.345584,52.744015,2022/9/19 9:58
Joe Biden,Adults,41.446336,53.04105,2022/9/19 9:58
Joe Biden,Voters,42.733154,52.513542,2022/9/19 9:58
Joe Biden,All polls,42.232722,52.866853,2022/9/18 14:51
Joe Biden,Adults,41.441387,53.039132,2022/9/18 14:52
Joe Biden,Voters,42.601739,52.655288,2022/9/18 14:52
Joe Biden,All polls,41.994429,52.973552,2022/9/18 14:52
Joe Biden,Adults,41.441387,53.039132,2022/9/18 14:52
Joe Biden,Voters,42.437754,52.754689,2022/9/18 14:52
Joe Biden,All polls,41.994429,52.973552,2022/9/16 15:38
Joe Biden,Adults,41.441387,53.039132,2022/9/16 15:38
Joe Biden,Voters,42.437754,52.754689,2022/9/16 15:38
Joe Biden,All polls,42.303053,53.118252,2022/9/15 9:45
Joe Biden,Adults,41.427442,53.041272,2022/9/15 9:45
Joe Biden,Voters,43.053112,52.822266,2022/9/15 9:45
Joe Biden,All polls,42.217412,53.297341,2022/9/14 20:44
Joe Biden,Adults,41.169967,53.364141,2022/9/14 20:44
Joe Biden,Voters,42.928685,52.862665,2022/9/14 20:44
Joe Biden,All polls,42.585783,53.094375,2022/9/13 16:50
Joe Biden,Adults,41.553337,53.40969,2022/9/13 16:50
Joe Biden,Voters,43.337244,52.510443,2022/9/13 16:51
Joe Biden,All polls,42.589569,53.032515,2022/9/12 21:00
Joe Biden,Adults,42.003198,53.349021,2022/9/12 21:00
Joe Biden,Voters,42.981314,52.633549,2022/9/12 21:00
Joe Biden,All polls,42.484496,53.047714,2022/9/12 9:29
Joe Biden,Adults,40.816457,53.46193,2022/9/12 9:30
Joe Biden,Voters,43.976501,52.220075,2022/9/12 9:31
Joe Biden,All polls,42.484496,53.047714,2022/9/12 9:30
Joe Biden,Adults,40.816457,53.46193,2022/9/12 9:30
Joe Biden,Voters,43.976501,52.220075,2022/9/12 9:31
Joe Biden,All polls,42.484496,53.047714,2022/9/9 9:48
Joe Biden,Adults,40.816457,53.46193,2022/9/9 9:48
Joe Biden,Voters,43.976501,52.220075,2022/9/9 9:48
Joe Biden,All polls,42.369094,53.179688,2022/9/8 10:20
Joe Biden,Adults,40.816457,53.46193,2022/9/8 10:20
Joe Biden,Voters,43.854672,52.361307,2022/9/8 10:20
Joe Biden,All polls,42.451027,53.224048,2022/9/7 19:23
Joe Biden,Adults,40.872205,53.302869,2022/9/7 19:23
Joe Biden,Voters,43.854676,52.368665,2022/9/7 19:23
Joe Biden,All polls,42.999953,52.829503,2022/9/6 19:14
Joe Biden,Adults,41.058465,52.973178,2022/9/6 19:14
Joe Biden,Voters,43.953771,52.500207,2022/9/6 19:14
Joe Biden,All polls,42.81685,52.725459,2022/9/5 18:58
Joe Biden,Adults,41.058465,52.973178,2022/9/5 18:59
Joe Biden,Voters,43.658442,52.421828,2022/9/5 18:59
Joe Biden,All polls,42.70582,52.843198,2022/9/5 18:58
Joe Biden,Adults,41.058465,52.973178,2022/9/5 18:59
Joe Biden,Voters,43.574529,52.51229,2022/9/5 19:00
Joe Biden,All polls,42.70582,52.843198,2022/9/5 18:59
Joe Biden,Adults,41.058465,52.973178,2022/9/5 18:59
Joe Biden,Voters,43.574529,52.51229,2022/9/5 19:00
Joe Biden,All polls,42.70582,52.843198,2022/9/2 12:15
Joe Biden,Adults,41.058465,52.973178,2022/9/2 12:15
Joe Biden,Voters,43.574529,52.51229,2022/9/2 12:15
Joe Biden,All polls,42.654284,53.000215,2022/9/1 9:45
Joe Biden,Adults,41.058465,52.973178,2022/9/1 9:45
Joe Biden,Voters,43.576902,52.679076,2022/9/1 9:45
Joe Biden,All polls,42.444431,53.102269,2022/8/31 14:17
Joe Biden,Adults,40.768577,53.12148,2022/8/31 14:17
Joe Biden,Voters,43.472098,52.75893,2022/8/31 14:17
Joe Biden,All polls,42.008119,53.789218,2022/8/30 18:51
Joe Biden,Adults,39.787908,54.33194,2022/8/30 18:51
Joe Biden,Voters,43.205876,53.247618,2022/8/30 18:51
Joe Biden,All polls,42.414267,53.364572,2022/8/29 9:46
Joe Biden,Adults,40.286923,53.777037,2022/8/29 9:46
Joe Biden,Voters,43.237725,53.170372,2022/8/29 9:46
Joe Biden,All polls,42.299131,53.527435,2022/8/28 11:43
Joe Biden,Adults,40.286923,53.777037,2022/8/28 11:44
Joe Biden,Voters,43.089457,53.374945,2022/8/28 11:44
Joe Biden,All polls,41.917445,53.286281,2022/8/28 11:43
Joe Biden,Adults,40.286923,53.777037,2022/8/28 11:44
Joe Biden,Voters,42.743069,53.103327,2022/8/28 11:44
Joe Biden,All polls,41.917445,53.286281,2022/8/26 21:01
Joe Biden,Adults,40.286923,53.777037,2022/8/26 21:01
Joe Biden,Voters,42.743069,53.103327,2022/8/26 21:01
Joe Biden,All polls,41.530031,53.830311,2022/8/25 14:50
Joe Biden,Adults,39.640564,54.311789,2022/8/25 14:50
Joe Biden,Voters,42.375686,53.625142,2022/8/25 14:50
Joe Biden,All polls,41.343216,54.076839,2022/8/24 20:26
Joe Biden,Adults,39.206595,54.707146,2022/8/24 20:26
Joe Biden,Voters,42.274187,53.801759,2022/8/24 20:26
Joe Biden,All polls,40.749276,54.408103,2022/8/23 14:38
Joe Biden,Adults,38.449717,55.550458,2022/8/23 14:38
Joe Biden,Voters,42.004929,53.741748,2022/8/23 14:38
Joe Biden,All polls,40.889773,54.263091,2022/8/22 15:45
Joe Biden,Adults,38.845849,55.137795,2022/8/22 15:45
Joe Biden,Voters,41.885629,53.833757,2022/8/22 15:45
Joe Biden,All polls,40.980873,54.189956,2022/8/21 15:00
Joe Biden,Adults,39.338438,54.777527,2022/8/21 15:01
Joe Biden,Voters,42.122653,53.658096,2022/8/21 15:01
Joe Biden,All polls,40.726235,54.292867,2022/8/21 15:00
Joe Biden,Adults,39.338438,54.777527,2022/8/21 15:01
Joe Biden,Voters,41.957593,53.764654,2022/8/21 15:01
Joe Biden,All polls,40.726235,54.292867,2022/8/19 12:25
Joe Biden,Adults,39.338438,54.777527,2022/8/19 12:25
Joe Biden,Voters,41.957593,53.764654,2022/8/19 12:25
Joe Biden,All polls,40.54477,54.847799,2022/8/18 10:19
Joe Biden,Adults,39.334796,54.774225,2022/8/18 10:19
Joe Biden,Voters,41.839803,54.418951,2022/8/18 10:19
Joe Biden,All polls,40.37971,55.086603,2022/8/17 18:28
Joe Biden,Adults,39.16323,54.991833,2022/8/17 18:28
Joe Biden,Voters,41.741747,54.606604,2022/8/17 18:28
Joe Biden,All polls,40.248652,55.211067,2022/8/16 9:36
Joe Biden,Adults,38.716384,55.510176,2022/8/16 9:36
Joe Biden,Voters,41.261335,54.972214,2022/8/16 9:36
Joe Biden,All polls,40.24045,55.221884,2022/8/15 10:02
Joe Biden,Adults,38.716384,55.510176,2022/8/15 10:02
Joe Biden,Voters,41.266686,54.982799,2022/8/15 10:02
Joe Biden,All polls,40.263986,55.423559,2022/8/15 9:13
Joe Biden,Adults,38.741714,55.77968,2022/8/15 9:14
Joe Biden,Voters,41.176808,55.185175,2022/8/15 9:14
Joe Biden,All polls,40.263986,55.423559,2022/8/15 9:14
Joe Biden,Adults,38.741714,55.77968,2022/8/15 9:14
Joe Biden,Voters,41.176808,55.185175,2022/8/15 9:15
Joe Biden,All polls,40.263986,55.423559,2022/8/12 9:54
Joe Biden,Adults,38.741714,55.77968,2022/8/12 9:54
Joe Biden,Voters,41.176808,55.185175,2022/8/12 9:54
Joe Biden,All polls,40.083964,55.575037,2022/8/11 20:52
Joe Biden,Adults,38.561544,55.793658,2022/8/11 20:52
Joe Biden,Voters,41.040516,55.405461,2022/8/11 20:52
Joe Biden,All polls,39.788568,55.519025,2022/8/10 13:52
Joe Biden,Adults,38.386057,55.900516,2022/8/10 13:52
Joe Biden,Voters,40.77351,55.278725,2022/8/10 13:52
Joe Biden,All polls,39.602666,55.684677,2022/8/9 20:22
Joe Biden,Adults,38.313909,55.991464,2022/8/9 20:22
Joe Biden,Voters,40.609082,55.279863,2022/8/9 20:22
Joe Biden,All polls,39.61849,55.723372,2022/8/8 10:03
Joe Biden,Adults,38.045122,56.349797,2022/8/8 10:03
Joe Biden,Voters,40.398575,55.293388,2022/8/8 10:03
Joe Biden,All polls,39.268847,55.633491,2022/8/8 9:39
Joe Biden,Adults,37.528312,56.174511,2022/8/8 9:40
Joe Biden,Voters,40.058109,55.539365,2022/8/8 9:40
Joe Biden,All polls,39.268847,55.633491,2022/8/8 9:40
Joe Biden,Adults,37.528312,56.174511,2022/8/8 9:40
Joe Biden,Voters,40.058109,55.539365,2022/8/8 9:41
Joe Biden,All polls,39.268847,55.633491,2022/8/5 18:53
Joe Biden,Adults,37.528312,56.174511,2022/8/5 18:53
Joe Biden,Voters,40.058109,55.539365,2022/8/5 18:53
Joe Biden,All polls,39.219817,55.694789,2022/8/4 9:56
Joe Biden,Adults,37.528312,56.174511,2022/8/4 9:56
Joe Biden,Voters,39.995835,55.619549,2022/8/4 9:56
Joe Biden,All polls,39.187634,55.748508,2022/8/3 13:12
Joe Biden,Adults,37.513981,56.240297,2022/8/3 13:12
Joe Biden,Voters,39.790758,55.791734,2022/8/3 13:12
Joe Biden,All polls,39.176724,55.590469,2022/8/2 16:39
Joe Biden,Adults,36.982901,56.685772,2022/8/2 16:39
Joe Biden,Voters,39.834705,55.453159,2022/8/2 16:39
Joe Biden,All polls,39.877286,55.774156,2022/8/1 10:03
Joe Biden,Adults,37.296895,56.738036,2022/8/1 10:03
Joe Biden,Voters,40.670914,55.378173,2022/8/1 10:03
Joe Biden,All polls,39.730396,55.969418,2022/7/31 13:07
Joe Biden,Adults,36.952259,56.908808,2022/7/31 13:07
Joe Biden,Voters,40.416393,55.522437,2022/7/31 13:07
Joe Biden,All polls,39.367626,55.60231,2022/7/31 12:59
Joe Biden,Adults,36.951195,56.896478,2022/7/31 13:00
Joe Biden,Voters,40.160859,54.981304,2022/7/31 13:00
Joe Biden,All polls,39.367626,55.60231,2022/7/29 15:19
Joe Biden,Adults,36.951195,56.896478,2022/7/29 15:19
Joe Biden,Voters,40.160859,54.981304,2022/7/29 15:19
Joe Biden,All polls,39.274621,55.684141,2022/7/28 15:31
Joe Biden,Adults,36.865947,56.890858,2022/7/28 15:31
Joe Biden,Voters,40.041523,55.08655,2022/7/28 15:31
Joe Biden,All polls,38.443023,56.441168,2022/7/27 10:59
Joe Biden,Adults,36.348799,57.211629,2022/7/27 10:59
Joe Biden,Voters,39.332475,55.808606,2022/7/27 10:59
Joe Biden,All polls,37.96036,56.858192,2022/7/26 20:27
Joe Biden,Adults,35.983434,57.710721,2022/7/26 20:27
Joe Biden,Voters,38.734513,56.277147,2022/7/26 20:27
Joe Biden,All polls,37.743473,57.066004,2022/7/25 13:30
Joe Biden,Adults,35.979005,57.686179,2022/7/25 13:30
Joe Biden,Voters,38.396426,56.699935,2022/7/25 13:30
Joe Biden,All polls,37.900954,56.865911,2022/7/25 10:13
Joe Biden,Adults,36.420708,57.229081,2022/7/25 10:14
Joe Biden,Voters,38.572676,56.573576,2022/7/25 10:14
Joe Biden,All polls,37.900954,56.865911,2022/7/25 10:14
Joe Biden,Adults,36.420708,57.229081,2022/7/25 10:14
Joe Biden,Voters,38.572676,56.573576,2022/7/25 10:14
Joe Biden,All polls,37.900954,56.865911,2022/7/22 20:45
Joe Biden,Adults,36.420708,57.229081,2022/7/22 20:45
Joe Biden,Voters,38.572676,56.573576,2022/7/22 20:45
Joe Biden,All polls,37.527667,57.199947,2022/7/21 15:07
Joe Biden,Adults,36.420708,57.229081,2022/7/21 15:07
Joe Biden,Voters,38.220815,56.930334,2022/7/21 15:07
Joe Biden,All polls,37.972746,56.585101,2022/7/20 20:37
Joe Biden,Adults,37.056,56.463358,2022/7/20 20:37
Joe Biden,Voters,38.728936,56.350257,2022/7/20 20:37
Joe Biden,All polls,38.495083,55.811775,2022/7/19 9:58
Joe Biden,Adults,38.327223,55.30425,2022/7/19 9:58
Joe Biden,Voters,39.118341,55.751935,2022/7/19 9:58
Joe Biden,All polls,38.639201,55.653368,2022/7/18 16:44
Joe Biden,Adults,38.326212,55.30434,2022/7/18 16:44
Joe Biden,Voters,39.31849,55.540445,2022/7/18 16:44
Joe Biden,All polls,38.523044,55.740702,2022/7/17 12:46
Joe Biden,Adults,38.332068,55.290646,2022/7/17 12:46
Joe Biden,Voters,39.190792,55.660286,2022/7/17 12:47
Joe Biden,All polls,38.496063,55.511612,2022/7/17 12:46
Joe Biden,Adults,38.332068,55.290646,2022/7/17 12:47
Joe Biden,Voters,39.25823,55.284331,2022/7/17 12:47
Joe Biden,All polls,38.496063,55.511612,2022/7/15 15:32
Joe Biden,Adults,38.332068,55.290646,2022/7/15 15:32
Joe Biden,Voters,39.25823,55.284331,2022/7/15 15:32
Joe Biden,All polls,38.730212,55.963986,2022/7/14 14:37
Joe Biden,Adults,38.190179,55.477383,2022/7/14 14:37
Joe Biden,Voters,39.771963,55.7798,2022/7/14 14:37
Joe Biden,All polls,38.605113,56.117355,2022/7/13 14:57
Joe Biden,Adults,38.224003,55.629209,2022/7/13 14:57
Joe Biden,Voters,39.531663,55.982876,2022/7/13 14:57
Joe Biden,All polls,38.532915,55.962756,2022/7/12 16:01
Joe Biden,Adults,38.399794,55.12698,2022/7/12 16:01
Joe Biden,Voters,38.960413,56.280458,2022/7/12 16:01
Joe Biden,All polls,38.527124,55.964987,2022/7/11 12:41
Joe Biden,Adults,38.507989,55.106272,2022/7/11 12:41
Joe Biden,Voters,38.877299,56.176566,2022/7/11 12:41
Joe Biden,All polls,38.400985,56.361884,2022/7/11 10:44
Joe Biden,Adults,37.576716,56.211141,2022/7/11 10:45
Joe Biden,Voters,39.565847,55.750771,2022/7/11 10:45
Joe Biden,All polls,38.400985,56.361884,2022/7/11 10:45
Joe Biden,Adults,37.576716,56.211141,2022/7/11 10:45
Joe Biden,Voters,39.565847,55.750771,2022/7/11 10:45
Joe Biden,All polls,38.400985,56.361884,2022/7/8 12:39
Joe Biden,Adults,37.576716,56.211141,2022/7/8 12:39
Joe Biden,Voters,39.565847,55.750771,2022/7/8 12:39
Joe Biden,All polls,38.587157,56.302889,2022/7/7 15:31
Joe Biden,Adults,37.576716,56.211141,2022/7/7 15:31
Joe Biden,Voters,40.080817,55.460877,2022/7/7 15:31
Joe Biden,All polls,38.977762,55.895179,2022/7/6 16:23
Joe Biden,Adults,38.157491,55.673982,2022/7/6 16:23
Joe Biden,Voters,40.03197,55.502215,2022/7/6 16:23
Joe Biden,All polls,38.876341,56.219113,2022/7/5 15:49
Joe Biden,Adults,38.124352,56.207399,2022/7/5 15:49
Joe Biden,Voters,39.763349,55.827169,2022/7/5 15:49
Joe Biden,All polls,39.231956,55.90263,2022/7/5 11:48
Joe Biden,Adults,37.981359,56.085892,2022/7/5 11:49
Joe Biden,Voters,40.205274,55.332863,2022/7/5 11:50
Joe Biden,All polls,39.231956,55.90263,2022/7/5 11:49
Joe Biden,Adults,37.981359,56.085892,2022/7/5 11:49
Joe Biden,Voters,40.205274,55.332863,2022/7/5 11:50
Joe Biden,All polls,39.231956,55.90263,2022/7/5 11:49
Joe Biden,Adults,37.981359,56.085892,2022/7/5 11:49
Joe Biden,Voters,40.205274,55.332863,2022/7/5 11:50
Joe Biden,All polls,39.231956,55.90263,2022/7/1 10:02
Joe Biden,Adults,37.981359,56.085892,2022/7/1 10:02
Joe Biden,Voters,40.205274,55.332863,2022/7/1 10:02
Joe Biden,All polls,38.984816,56.223429,2022/6/30 14:02
Joe Biden,Adults,37.981359,56.085892,2022/6/30 14:02
Joe Biden,Voters,40.139605,55.614565,2022/6/30 14:02
Joe Biden,All polls,39.047446,56.118942,2022/6/29 21:15
Joe Biden,Adults,38.140539,55.857985,2022/6/29 21:15
Joe Biden,Voters,40.061972,55.618412,2022/6/29 21:15
Joe Biden,All polls,39.569858,55.586317,2022/6/28 9:55
Joe Biden,Adults,38.946404,55.3854,2022/6/28 9:55
Joe Biden,Voters,40.311292,55.032204,2022/6/28 9:55
Joe Biden,All polls,39.584732,55.635906,2022/6/27 18:04
Joe Biden,Adults,38.946621,55.385884,2022/6/27 18:04
Joe Biden,Voters,40.3284,55.075308,2022/6/27 18:04
Joe Biden,All polls,39.274688,56.075885,2022/6/26 12:25
Joe Biden,Adults,38.550384,56.171814,2022/6/26 12:25
Joe Biden,Voters,39.936275,55.37999,2022/6/26 12:26
Joe Biden,All polls,38.96428,55.517404,2022/6/26 12:25
Joe Biden,Adults,37.881592,55.296875,2022/6/26 12:25
Joe Biden,Voters,39.936275,55.37999,2022/6/26 12:26
Joe Biden,All polls,38.96428,55.517404,2022/6/24 17:34
Joe Biden,Adults,37.881592,55.296875,2022/6/24 17:34
Joe Biden,Voters,39.936275,55.37999,2022/6/24 17:34
Joe Biden,All polls,39.162691,55.385698,2022/6/23 22:27
Joe Biden,Adults,37.881592,55.296875,2022/6/23 22:27
Joe Biden,Voters,40.404537,55.11492,2022/6/23 22:27
Joe Biden,All polls,39.288474,55.039587,2022/6/22 16:20
Joe Biden,Adults,38.305747,54.754356,2022/6/22 16:20
Joe Biden,Voters,40.223094,55.07916,2022/6/22 16:20
Joe Biden,All polls,39.590016,54.769768,2022/6/21 20:56
Joe Biden,Adults,38.449099,54.554225,2022/6/21 20:56
Joe Biden,Voters,40.386866,54.678506,2022/6/21 20:56
Joe Biden,All polls,39.794917,54.253803,2022/6/20 9:57
Joe Biden,Adults,38.752114,54.167518,2022/6/20 9:58
Joe Biden,Voters,40.750917,54.008149,2022/6/20 9:58
Joe Biden,All polls,39.758598,54.213727,2022/6/20 9:57
Joe Biden,Adults,38.752114,54.167518,2022/6/20 9:58
Joe Biden,Voters,40.710818,53.92876,2022/6/20 9:58
Joe Biden,All polls,39.758598,54.213727,2022/6/20 9:58
Joe Biden,Adults,38.752114,54.167518,2022/6/20 9:58
Joe Biden,Voters,40.710818,53.92876,2022/6/20 9:58
Joe Biden,All polls,39.758598,54.213727,2022/6/17 12:53
Joe Biden,Adults,38.752114,54.167518,2022/6/17 12:53
Joe Biden,Voters,40.710818,53.92876,2022/6/17 12:53
Joe Biden,All polls,39.928989,54.278376,2022/6/16 9:34
Joe Biden,Adults,38.788332,53.77589,2022/6/16 9:34
Joe Biden,Voters,41.191035,53.833568,2022/6/16 9:34
Joe Biden,All polls,39.961779,54.099733,2022/6/15 20:09
Joe Biden,Adults,39.029205,53.423663,2022/6/15 20:09
Joe Biden,Voters,41.03592,53.836825,2022/6/15 20:09
Joe Biden,All polls,39.548197,53.888322,2022/6/14 19:50
Joe Biden,Adults,38.544792,53.500272,2022/6/14 19:50
Joe Biden,Voters,40.428044,53.673736,2022/6/14 19:50
Joe Biden,All polls,39.681999,53.654353,2022/6/13 15:01
Joe Biden,Adults,38.688163,53.174608,2022/6/13 15:01
Joe Biden,Voters,40.438917,53.583573,2022/6/13 15:01
Joe Biden,All polls,40.175366,53.574007,2022/6/13 9:35
Joe Biden,Adults,39.303552,53.350867,2022/6/13 9:36
Joe Biden,Voters,40.715961,53.314927,2022/6/13 9:36
Joe Biden,All polls,40.175366,53.574007,2022/6/13 9:36
Joe Biden,Adults,39.303552,53.350867,2022/6/13 9:36
Joe Biden,Voters,40.715961,53.314927,2022/6/13 9:36
Joe Biden,All polls,40.175366,53.574007,2022/6/10 9:39
Joe Biden,Adults,39.303552,53.350867,2022/6/10 9:39
Joe Biden,Voters,40.715961,53.314927,2022/6/10 9:39
Joe Biden,All polls,40.216003,53.536687,2022/6/9 9:34
Joe Biden,Adults,39.303552,53.350867,2022/6/9 9:34
Joe Biden,Voters,40.787586,53.235892,2022/6/9 9:34
Joe Biden,All polls,40.487038,53.559654,2022/6/8 19:47
Joe Biden,Adults,39.679042,53.605049,2022/6/8 19:47
Joe Biden,Voters,40.988687,53.399666,2022/6/8 19:47
Joe Biden,All polls,40.763455,53.87062,2022/6/7 20:12
Joe Biden,Adults,39.906545,54.28758,2022/6/7 20:12
Joe Biden,Voters,41.761294,53.086799,2022/6/7 20:12
Joe Biden,All polls,40.833948,53.545869,2022/6/6 10:11
Joe Biden,Adults,39.96721,53.828751,2022/6/6 10:11
Joe Biden,Voters,41.741196,53.109609,2022/6/6 10:11
Joe Biden,All polls,40.790767,53.661012,2022/6/6 9:14
Joe Biden,Adults,39.937953,53.983422,2022/6/6 9:15
Joe Biden,Voters,41.718596,53.065177,2022/6/6 9:15
Joe Biden,All polls,40.790767,53.661012,2022/6/6 9:15
Joe Biden,Adults,39.937953,53.983422,2022/6/6 9:15
Joe Biden,Voters,41.718596,53.065177,2022/6/6 9:15
Joe Biden,All polls,40.790767,53.661012,2022/6/3 12:35
Joe Biden,Adults,39.937953,53.983422,2022/6/3 12:35
Joe Biden,Voters,41.718596,53.065177,2022/6/3 12:35
Joe Biden,All polls,40.843425,53.877183,2022/6/2 9:56
Joe Biden,Adults,39.905587,53.810288,2022/6/2 9:56
Joe Biden,Voters,41.8564,53.462823,2022/6/2 9:56
Joe Biden,All polls,40.962675,53.766707,2022/6/1 20:31
Joe Biden,Adults,40.077426,53.650401,2022/6/1 20:31
Joe Biden,Voters,41.899919,53.423916,2022/6/1 20:31
Joe Biden,All polls,40.839516,54.005638,2022/5/31 14:35
Joe Biden,Adults,39.610823,54.41847,2022/5/31 14:35
Joe Biden,Voters,41.715114,53.647093,2022/5/31 14:35
Joe Biden,All polls,40.730834,54.074664,2022/5/30 18:47
Joe Biden,Adults,39.610823,54.41847,2022/5/30 18:47
Joe Biden,Voters,41.585117,53.729769,2022/5/30 18:47
Joe Biden,Adults,40.596371,54.180488,2022/5/30 18:47
Joe Biden,Voters,41.441466,53.849522,2022/5/30 18:47
Joe Biden,Adults,39.610823,54.41847,2022/5/30 18:47
Joe Biden,Voters,41.441466,53.849522,2022/5/30 18:47
Joe Biden,All polls,40.596371,54.180488,2022/5/27 12:19
Joe Biden,Adults,39.610823,54.41847,2022/5/27 12:19
Joe Biden,Voters,41.441466,53.849522,2022/5/27 12:19
Joe Biden,All polls,40.456767,54.282819,2022/5/26 21:07
Joe Biden,Adults,39.610823,54.41847,2022/5/26 21:07
Joe Biden,Voters,41.329376,53.917901,2022/5/26 21:07
Joe Biden,All polls,40.917994,54.406754,2022/5/25 13:29
Joe Biden,Adults,39.717824,54.282925,2022/5/25 13:29
Joe Biden,Voters,42.206557,53.894373,2022/5/25 13:29
Joe Biden,All polls,40.573911,54.928385,2022/5/24 20:24
Joe Biden,Adults,39.617427,54.82428,2022/5/24 20:24
Joe Biden,Voters,41.590087,54.403033,2022/5/24 20:24
Joe Biden,All polls,41.095699,54.48407,2022/5/23 21:28
Joe Biden,Adults,40.27975,54.220506,2022/5/23 21:28
Joe Biden,Voters,41.813753,54.232591,2022/5/23 21:28
Joe Biden,All polls,41.109417,54.251404,2022/5/22 14:43
Joe Biden,Adults,40.696298,54.376723,2022/5/22 14:43
Joe Biden,Voters,42.053908,53.34815,2022/5/22 14:43
Joe Biden,All polls,40.699837,53.859624,2022/5/22 13:07
Joe Biden,Adults,39.862073,53.878903,2022/5/22 13:07
Joe Biden,Voters,42.053908,53.34815,2022/5/22 13:08
Joe Biden,All polls,40.699837,53.859624,2022/5/20 12:59
Joe Biden,Adults,39.862073,53.878903,2022/5/20 12:59
Joe Biden,Voters,42.053908,53.34815,2022/5/20 12:59
Joe Biden,All polls,41.146003,53.398859,2022/5/19 14:50
Joe Biden,Adults,40.393992,53.151948,2022/5/19 14:50
Joe Biden,Voters,42.255944,53.390282,2022/5/19 14:50
Joe Biden,All polls,41.40222,53.014604,2022/5/18 14:09
Joe Biden,Adults,40.528532,52.821723,2022/5/18 14:09
Joe Biden,Voters,42.647885,52.944204,2022/5/18 14:09
Joe Biden,All polls,41.593401,52.805396,2022/5/17 21:29
Joe Biden,Adults,40.785904,52.530646,2022/5/17 21:29
Joe Biden,Voters,42.751895,53.019446,2022/5/17 21:29
Joe Biden,All polls,41.566004,52.630748,2022/5/16 20:06
Joe Biden,Adults,40.78343,52.38806,2022/5/16 20:06
Joe Biden,Voters,42.745197,52.857314,2022/5/16 20:06
Joe Biden,All polls,41.343442,52.808426,2022/5/15 13:30
Joe Biden,Adults,40.449315,52.561212,2022/5/15 13:30
Joe Biden,Voters,42.367431,53.136289,2022/5/15 13:30
Joe Biden,All polls,41.475064,52.561225,2022/5/13 9:40
Joe Biden,Adults,40.566796,52.163558,2022/5/13 9:40
Joe Biden,Voters,42.428554,53.063414,2022/5/13 9:40
Joe Biden,All polls,41.408156,52.633299,2022/5/12 14:27
Joe Biden,Adults,40.566796,52.163558,2022/5/12 14:27
Joe Biden,Voters,42.345478,53.154414,2022/5/12 14:27
Joe Biden,All polls,41.65522,52.182803,2022/5/11 13:49
Joe Biden,Adults,40.996101,51.331399,2022/5/11 13:49
Joe Biden,Voters,42.566586,52.855333,2022/5/11 13:49
Joe Biden,All polls,41.756196,52.162527,2022/5/10 20:39
Joe Biden,Adults,41.02163,51.526408,2022/5/10 20:39
Joe Biden,Voters,42.826125,52.55196,2022/5/10 20:39
Joe Biden,All polls,41.891624,52.061019,2022/5/9 12:49
Joe Biden,Adults,41.048226,51.546402,2022/5/9 12:49
Joe Biden,Voters,42.981044,52.410658,2022/5/9 12:49
Joe Biden,Adults,41.42763,52.113922,2022/5/9 9:47
Joe Biden,All polls,42.213284,52.384179,2022/5/9 9:47
Joe Biden,Voters,42.213284,52.384179,2022/5/9 9:48
Joe Biden,Adults,42.213284,52.384179,2022/5/9 9:47
Joe Biden,Voters,41.42763,52.113922,2022/5/9 9:48
Joe Biden,All polls,42.213284,52.384179,2022/5/6 20:26
Joe Biden,Adults,41.42763,52.113922,2022/5/6 20:26
Joe Biden,Voters,43.017251,52.312313,2022/5/6 20:26
Joe Biden,All polls,42.174097,52.468416,2022/5/5 12:28
Joe Biden,Adults,41.581378,52.017703,2022/5/5 12:28
Joe Biden,Voters,42.787022,52.579181,2022/5/5 12:28
Joe Biden,All polls,42.285548,52.472653,2022/5/4 20:01
Joe Biden,Adults,41.717867,51.783899,2022/5/4 20:01
Joe Biden,Voters,42.8594,52.621176,2022/5/4 20:01
Joe Biden,All polls,42.269926,52.190498,2022/5/3 20:05
Joe Biden,Adults,41.654219,51.418594,2022/5/3 20:05
Joe Biden,Voters,42.778181,52.174046,2022/5/3 20:05
Joe Biden,All polls,42.038905,52.294703,2022/5/2 20:08
Joe Biden,Adults,41.557769,51.669674,2022/5/2 20:08
Joe Biden,Voters,42.575823,52.045373,2022/5/2 20:08
Joe Biden,All polls,41.815639,52.131244,2022/5/1 13:25
Joe Biden,Adults,41.418868,51.203075,2022/5/1 13:25
Joe Biden,Voters,42.238415,52.467416,2022/5/1 13:25
Joe Biden,All polls,41.65856,52.27571,2022/4/29 10:26
Joe Biden,Adults,41.001493,51.35306,2022/4/29 10:26
Joe Biden,Voters,42.238415,52.467416,2022/4/29 10:26
Joe Biden,All polls,41.673762,52.518918,2022/4/28 15:07
Joe Biden,Adults,40.789716,51.758157,2022/4/28 15:07
Joe Biden,Voters,42.216329,52.557388,2022/4/28 15:07
Joe Biden,All polls,41.889315,52.674064,2022/4/27 19:53
Joe Biden,Adults,41.002668,51.644454,2022/4/27 19:53
